Collection,FileName,Xpath,Values
ECL,100474.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100474.xml,/resource/descriptions/description,precipitation, air temperature, relative humidity, solar radiation, wind speed, soil temperature, soil moisture, soil electrical conductivity, CZO, Shale Transect
ECL,100474.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100474.xml,/resource/geoLocations/geoLocation/geoLocationBox,39.9268 -79.54543 39.9268 -79.54543
ECL,100474.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Virginia
ECL,100475.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100475.xml,/resource/identifier,10.1594/IEDA/100475
ECL,100475.xml,/resource/identifier/@identifierType,DOI
ECL,100475.xml,/resource/creators/creator/creatorName,Brantley, Susan L.
ECL,100475.xml,/resource/creators/creator/nameIdentifier,170
ECL,100475.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100475.xml,/resource/creators/creator/creatorName,Dere, Ashlee L.
ECL,100475.xml,/resource/creators/creator/creatorName,White, Tim S.
ECL,100475.xml,/resource/creators/creator/creatorName,Knapp, Elizabeth
ECL,100475.xml,/resource/creators/creator/creatorName,Duffy, Collin
ECL,100475.xml,/resource/titles/title,Virginia Weather Station Data (2011)
ECL,100475.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100475.xml,/resource/publicationYear,2014
ECL,100475.xml,/resource/subjects/subject,Other
ECL,100475.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100475.xml,/resource/dates/date,2014-08-01
ECL,100475.xml,/resource/dates/date/@dateType,Available
ECL,100475.xml,/resource/language,eng
ECL,100475.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100475.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=788
ECL,100475.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100475.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100475.xml,/resource/version,1.0
ECL,100475.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100475.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100475.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100475.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100475.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100475.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100475.xml,/resource/descriptions/description,Weather stations deployed across the Critical Zone Observatory (CZO) Shale Transect, including sites in New York, Virginia, Tennessee, Alabama and Puerto Rico, provide continuous measurements of climatic conditions influencing shale weathering. Measurements are recorded every two hours and include precipitation, air temperature, relative humidity, solar radiation, wind speed, soil temperature, soil moisture and soil electrical conductivity.
ECL,100475.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100475.xml,/resource/descriptions/description,precipitation, air temperature, relative humidity, solar radiation, wind speed, soil temperature, soil moisture, soil electrical conductivity, CZO, Shale Transect
ECL,100475.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100475.xml,/resource/geoLocations/geoLocation/geoLocationBox,39.9268 -79.54543 39.9268 -79.54543
ECL,100475.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Virginia
ECL,100476.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100476.xml,/resource/identifier,10.1594/IEDA/100476
ECL,100476.xml,/resource/identifier/@identifierType,DOI
ECL,100476.xml,/resource/creators/creator/creatorName,Brantley, Susan L.
ECL,100476.xml,/resource/creators/creator/nameIdentifier,170
ECL,100476.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100476.xml,/resource/creators/creator/creatorName,Dere, Ashlee L.
ECL,100476.xml,/resource/creators/creator/creatorName,White, Tim S.
ECL,100476.xml,/resource/creators/creator/creatorName,Knapp, Elizabeth
ECL,100476.xml,/resource/creators/creator/creatorName,Duffy, Collin
ECL,100476.xml,/resource/titles/title,Virginia Weather Station Data (2012)
ECL,100476.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100476.xml,/resource/publicationYear,2014
ECL,100476.xml,/resource/subjects/subject,Other
ECL,100476.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100476.xml,/resource/dates/date,2014-08-01
ECL,100476.xml,/resource/dates/date/@dateType,Available
ECL,100476.xml,/resource/language,eng
ECL,100476.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100476.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=789
ECL,100476.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100476.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100476.xml,/resource/version,1.0
ECL,100476.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100476.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100476.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100476.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100476.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100476.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100476.xml,/resource/descriptions/description,Weather stations deployed across the Critical Zone Observatory (CZO) Shale Transect, including sites in New York, Virginia, Tennessee, Alabama and Puerto Rico, provide continuous measurements of climatic conditions influencing shale weathering. Measurements are recorded every two hours and include precipitation, air temperature, relative humidity, solar radiation, wind speed, soil temperature, soil moisture and soil electrical conductivity.
ECL,100476.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100476.xml,/resource/descriptions/description,precipitation, air temperature, relative humidity, solar radiation, wind speed, soil temperature, soil moisture, soil electrical conductivity, CZO, Shale Transect
ECL,100476.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100476.xml,/resource/geoLocations/geoLocation/geoLocationBox,39.9268 -79.54543 39.9268 -79.54543
ECL,100476.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Virginia
ECL,100477.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100477.xml,/resource/identifier,10.1594/IEDA/100477
ECL,100477.xml,/resource/identifier/@identifierType,DOI
ECL,100477.xml,/resource/creators/creator/creatorName,Brantley, Susan L.
ECL,100477.xml,/resource/creators/creator/nameIdentifier,170
ECL,100477.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100477.xml,/resource/creators/creator/creatorName,Dere, Ashlee L.
ECL,100477.xml,/resource/creators/creator/creatorName,White, Tim S.
ECL,100477.xml,/resource/creators/creator/creatorName,Knapp, Elizabeth
ECL,100477.xml,/resource/creators/creator/creatorName,Duffy, Collin
ECL,100477.xml,/resource/titles/title,Virginia Weather Station Data (2013)
ECL,100477.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100477.xml,/resource/publicationYear,2014
ECL,100477.xml,/resource/subjects/subject,Other
ECL,100477.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100477.xml,/resource/dates/date,2014-08-01
ECL,100477.xml,/resource/dates/date/@dateType,Available
ECL,100477.xml,/resource/language,eng
ECL,100477.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100477.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=790
ECL,100477.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100477.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100477.xml,/resource/version,1.0
ECL,100477.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100477.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100477.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100477.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100477.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100477.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100477.xml,/resource/descriptions/description,Weather stations deployed across the Critical Zone Observatory (CZO) Shale Transect, including sites in New York, Virginia, Tennessee, Alabama and Puerto Rico, provide continuous measurements of climatic conditions influencing shale weathering. Measurements are recorded every two hours and include precipitation, air temperature, relative humidity, solar radiation, wind speed, soil temperature, soil moisture and soil electrical conductivity.
ECL,100477.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100477.xml,/resource/descriptions/description,precipitation, air temperature, relative humidity, solar radiation, wind speed, soil temperature, soil moisture, soil electrical conductivity, CZO, Shale Transect
ECL,100477.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100477.xml,/resource/geoLocations/geoLocation/geoLocationBox,39.9268 -79.54543 39.9268 -79.54543
ECL,100477.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Virginia
ECL,100478.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100478.xml,/resource/identifier,10.1594/IEDA/100478
ECL,100478.xml,/resource/identifier/@identifierType,DOI
ECL,100478.xml,/resource/creators/creator/creatorName,Brubaker, Kristen
ECL,100478.xml,/resource/titles/title,Using LiDAR to improve classification of forested geomorphic landforms in the Ridge and Valley Physiographic Province of Pennsylvania
ECL,100478.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100478.xml,/resource/publicationYear,2014
ECL,100478.xml,/resource/subjects/subject,Other
ECL,100478.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100478.xml,/resource/dates/date,2014-08-01
ECL,100478.xml,/resource/dates/date/@dateType,Available
ECL,100478.xml,/resource/language,eng
ECL,100478.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100478.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=791
ECL,100478.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100478.xml,/resource/formats/format,application/pdf
ECL,100478.xml,/resource/version,1.0
ECL,100478.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100478.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100478.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100478.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100478.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100478.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100478.xml,/resource/relatedIdentifiers/relatedIdentifier,10.1594/IEDA/100268
ECL,100478.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100478.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsSupplementTo
ECL,100478.xml,/resource/descriptions/description,Dissertation chapter providing pertinent information on LiDAR vegetation validation.
ECL,100478.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100478.xml,/resource/descriptions/description,LiDAR, vegetation
ECL,100478.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100478.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Pennsylvania
ECL,100479.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100479.xml,/resource/identifier,10.1594/IEDA/100479
ECL,100479.xml,/resource/identifier/@identifierType,DOI
ECL,100479.xml,/resource/creators/creator/creatorName,Schilling, Jean-Guy
ECL,100479.xml,/resource/titles/title,Dissolved H2O and Cl concentrations of basalts from the equatorial Mid-Atlantic Ridge
ECL,100479.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100479.xml,/resource/publicationYear,2014
ECL,100479.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100479.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100479.xml,/resource/dates/date,2014-08-15
ECL,100479.xml,/resource/dates/date/@dateType,Available
ECL,100479.xml,/resource/language,eng
ECL,100479.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100479.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=792
ECL,100479.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100479.xml,/resource/formats/format,application/pdf
ECL,100479.xml,/resource/formats/format,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
ECL,100479.xml,/resource/version,1.0
ECL,100479.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100479.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100479.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100479.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100479.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100479.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100479.xml,/resource/relatedIdentifiers/relatedIdentifier,10.7284/906690
ECL,100479.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100479.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsPartOf
ECL,100479.xml,/resource/relatedIdentifiers/relatedIdentifier,10.7284/905862
ECL,100479.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100479.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsPartOf
ECL,100479.xml,/resource/descriptions/description,This data set reports H2O and Cl concentrations in basaltic lavas from the equatorial Mid-Atlantic ridge. The H2O concentrations were determined by FTIR spectroscopy by P. Michael at University of Tulsa following standard methods of that lab (e.g., Michael, 1995). The Cl data were determined by electron microprobe by Andrew Davis at CAMECA. This data set was generated with support from NSF awards OCE 8608626 and OCE 8817174 to J.G. Schilling.
ECL,100479.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100479.xml,/resource/descriptions/description,Volatiles, Mid-Atlantic Ridge, Basalt, Ridge related
ECL,100479.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100479.xml,/resource/geoLocations/geoLocation/geoLocationBox,-6.31 -32.688 4.907 -11.322
ECL,100479.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Mid-Atlantic Ridge, Equatorial
ECL,100480.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100480.xml,/resource/identifier,10.1594/IEDA/100480
ECL,100480.xml,/resource/identifier/@identifierType,DOI
ECL,100480.xml,/resource/creators/creator/creatorName,Bertrand, Sebastien
ECL,100480.xml,/resource/creators/creator/nameIdentifier,1681
ECL,100480.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100480.xml,/resource/titles/title,Major element geochemistry of glass shards from the 2011-2012 Cordón Caulle eruption (electron microprobe)
ECL,100480.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100480.xml,/resource/publicationYear,2014
ECL,100480.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100480.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100480.xml,/resource/dates/date,2015-01-01
ECL,100480.xml,/resource/dates/date/@dateType,Available
ECL,100480.xml,/resource/language,en
ECL,100480.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100480.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=793
ECL,100480.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100480.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100480.xml,/resource/version,1.0
ECL,100480.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100480.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100480.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100480.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100480.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100480.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100480.xml,/resource/relatedIdentifiers/relatedIdentifier,10.1002/2014JF003321
ECL,100480.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100480.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsCitedBy
ECL,100480.xml,/resource/descriptions/description,Major element geochemical data obtained by electron microprobe on glass shards from the 2011-2012 Cordn Caulle eruption (Chile, 40S). Samples are from several chilean lakes, including lake Puyehue, and from terrestrial environments along international road 215.
ECL,100480.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100480.xml,/resource/descriptions/description,tephrochronology, tephra, lake sediments, eruption, Puyehue, Cordon Caulle
ECL,100480.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100480.xml,/resource/geoLocations/geoLocation/geoLocationBox,-40.72414 -72.53761 -40.23983 -71.92884
ECL,100480.xml,/resource/geoLocations/geoLocation/geoLocationPlace,South America, Chile, south-central Chile
ECL,100481.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100481.xml,/resource/identifier,10.1594/IEDA/100481
ECL,100481.xml,/resource/identifier/@identifierType,DOI
ECL,100481.xml,/resource/creators/creator/creatorName,Bertrand, Sebastien
ECL,100481.xml,/resource/creators/creator/nameIdentifier,1681
ECL,100481.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100481.xml,/resource/titles/title,Bulk major element geochemistry of tephra from the 2011-2012 Cordón Caulle eruption (ICP-AES)
ECL,100481.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100481.xml,/resource/publicationYear,2014
ECL,100481.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100481.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100481.xml,/resource/dates/date,2015-01-01
ECL,100481.xml,/resource/dates/date/@dateType,Available
ECL,100481.xml,/resource/language,en
ECL,100481.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100481.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=794
ECL,100481.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100481.xml,/resource/formats/format,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
ECL,100481.xml,/resource/version,1.0
ECL,100481.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100481.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100481.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100481.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100481.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100481.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100481.xml,/resource/relatedIdentifiers/relatedIdentifier,10.1002/2014JF003321
ECL,100481.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100481.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsCitedBy
ECL,100481.xml,/resource/descriptions/description,Bulk major element geochemical data of tephra samples (32-500 um fraction) from the 2011-2012 Cordon Caulle eruption (Chile, 40S). Samples are from several chilean lakes, including lake Puyehue, and from terrestrial environments along international road 215. Data obtained by ICP-AES after Li-metaborate fusion.
ECL,100481.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100481.xml,/resource/descriptions/description,tephrochronology, tephra, pumice, lake sediments, eruption, Puyehue, Cordon Caulle
ECL,100481.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100481.xml,/resource/geoLocations/geoLocation/geoLocationBox,-40.72414 -72.53761 -40.23983 -71.92884
ECL,100481.xml,/resource/geoLocations/geoLocation/geoLocationPlace,South America, Chile, south-central Chile
ECL,100482.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100482.xml,/resource/identifier,10.1594/IEDA/100482
ECL,100482.xml,/resource/identifier/@identifierType,DOI
ECL,100482.xml,/resource/creators/creator/creatorName,Akita, Lailah Gifty
ECL,100482.xml,/resource/creators/creator/nameIdentifier,1710
ECL,100482.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100482.xml,/resource/creators/creator/creatorName,Frenzel, Peter
ECL,100482.xml,/resource/creators/creator/creatorName,Wang, Jumbo
ECL,100482.xml,/resource/creators/creator/creatorName,Börner, Nicole
ECL,100482.xml,/resource/creators/creator/creatorName,Peng, Ping
ECL,100482.xml,/resource/titles/title,Bio-environmental data on Tangra Yumco lake system, southern Tibetan Plateau, Central Asia
ECL,100482.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100482.xml,/resource/publicationYear,2014
ECL,100482.xml,/resource/subjects/subject,SampleInfo
ECL,100482.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100482.xml,/resource/dates/date,2015-03-15
ECL,100482.xml,/resource/dates/date/@dateType,Available
ECL,100482.xml,/resource/language,eng
ECL,100482.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100482.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=795
ECL,100482.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100482.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100482.xml,/resource/version,1.0
ECL,100482.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100482.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100482.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100482.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100482.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100482.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100482.xml,/resource/descriptions/description,Tanga Yumco lake system, Tibetan Plateau is sensitive to climate and environmental change. The diversity and abundance of ostracod fauna (aquatic arthropods) is a measure of ecological and environmental change. Tibetan ostracods are poorly known due to lack of accessibility to the remote region of central Asia. The distribution of Recent ostracods and their aquatic ecosystems is urgently needed to understand ecological requirements of past faunas. We present (i) eleven living ostracods from different aquatic habitats on Tibetan Plateau. The Recent ostracod ecology provides base-line for paleo-environmental interpretation. This will increase knowledge of ostracods and environmental data from high-altitude lakes and waterbodies.
ECL,100482.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100482.xml,/resource/descriptions/description,microcrustaceans, aquatic ecology, environmental data, saline lakes, high altitude, China
ECL,100482.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100482.xml,/resource/geoLocations/geoLocation/geoLocationBox,30.16806 86.26239 31.61335 86.79203
ECL,100482.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Gangdise mountains, Tibetan Plateau, Central Asia
ECL,100483.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100483.xml,/resource/identifier,10.1594/IEDA/100483
ECL,100483.xml,/resource/identifier/@identifierType,DOI
ECL,100483.xml,/resource/creators/creator/creatorName,De Boever, Maarten
ECL,100483.xml,/resource/creators/creator/nameIdentifier,1729
ECL,100483.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100483.xml,/resource/titles/title,Hydrophysical dataset Bou Hedma National Park (Tunisia)
ECL,100483.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100483.xml,/resource/publicationYear,2014
ECL,100483.xml,/resource/subjects/subject,Other
ECL,100483.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100483.xml,/resource/dates/date,2014-10-15
ECL,100483.xml,/resource/dates/date/@dateType,Available
ECL,100483.xml,/resource/language,eng
ECL,100483.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100483.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=796
ECL,100483.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100483.xml,/resource/formats/format,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
ECL,100483.xml,/resource/version,1.0
ECL,100483.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100483.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100483.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100483.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100483.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100483.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100483.xml,/resource/descriptions/description,Dataset contains values for organic matter, bulk density, % sand, % silt, % clay, saturated and unsaturated hydraulic conductivities for soil samples (0-10 cm) of 15 trees of three canopy size classes (Small Crown Diameter, SCD; Medium Crown Diameter, MCD; Large Crown Diameter, LCD) at microsites M1, M2, M3, M4 respectively at 25%, 75%, 125% and 175% of the canopy radius in the four major wind directions (i.e., north, east, south and west) and M5 (interspace) at least 10m away from the canopy.
ECL,100483.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100483.xml,/resource/descriptions/description,Acacia raddiana, below-canopy, spatial gradient, hydrophysical properties, arid lands, Tunisia
ECL,100483.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100483.xml,/resource/geoLocations/geoLocation/geoLocationBox,34.6525 48 34.6525 48
ECL,100483.xml,/resource/geoLocations/geoLocation/geoLocationPlace,National Park Bou Hedma (34d39m N and 9d48m E), central Tunisia
ECL,100484.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100484.xml,/resource/identifier,10.1594/IEDA/100484
ECL,100484.xml,/resource/identifier/@identifierType,DOI
ECL,100484.xml,/resource/creators/creator/creatorName,De Boever, Maarten
ECL,100484.xml,/resource/creators/creator/nameIdentifier,1729
ECL,100484.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100484.xml,/resource/titles/title,Meteorological and soil water/temperature dataset for Bou Hedma National Park (central Tunisia)
ECL,100484.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100484.xml,/resource/publicationYear,2014
ECL,100484.xml,/resource/subjects/subject,Other
ECL,100484.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100484.xml,/resource/dates/date,2014-10-15
